ISO3,NDC_INDC,TYPE_MAIN,TYPE_RECLASS,COVERAGE_SECTORS_NDCS,COVERAGE_SECTORS_CALC,ECONOMY_WIDE,COVERAGE_GASES_NDCS,COVERAGE_GASES_CALC,EMI_POP_GDP,BASEYEAR,INTENSITY_PERCAP_GDP,TARGETS,DECLINE_AFTER_YEAR,ENERGY_NDCS,IPPU_NDCS,AGRICULTURE_NDCS,LULUCF_NDCS,WASTE_NDCS,OTHER_NDCS,ENERGY_CALC,IPPU_CALC,AGRICULTURE_CALC,LULUCF_CALC,WASTE_CALC,OTHER_CALC,CO2_NDCS,CH4_NDCS,N2O_NDCS,HFCS_NDCS,PFCS_NDCS,SF6_NDCS,NF3_NDCS,CO2_CALC,CH4_CALC,N2O_CALC,HFCS_CALC,PFCS_CALC,SF6_CALC,NF3_CALC,ABS,RBY,RBU,ABU,REI,AEI
MMR,NDC,NGT,NGT,"{""YES"": [""Energy"", ""LULUCF""], ""NAN"": [""IPPU"", ""Agriculture"", ""Waste"", ""Other""]}","{""YES"": [""Energy"", ""LULUCF""], ""NO"": [""IPPU"", ""Agriculture"", ""Waste"", ""Other""]}",nan,"{""NAN"": [""CO2"", ""CH4"", ""N2O"", ""HFCS"", ""PFCS"", ""SF6"", ""NF3""]}","{""YES"": [""CO2"", ""CH4"", ""N2O""], ""NO"": [""HFCS"", ""PFCS"", ""SF6"", ""NF3""]}",nan,,nan,"{""ABS"": NaN, ""RBY"": NaN, ""RBU"": NaN, ""ABU"": NaN, ""REI"": NaN, ""AEI"": NaN}",nan,YES,NAN,NAN,YES,NAN,NAN,YES,NO,NO,YES,NO,NO,NAN,NAN,NAN,NAN,NAN,NAN,NAN,YES,YES,YES,NO,NO,NO,NO,,,,,,
MNE,NDC,RBY,ABS,"{""YES"": [""Energy"", ""IPPU"", ""Agriculture"", ""Waste""], ""NO"": [""LULUCF""], ""NAN"": [""Other""]}","{""YES"": [""Energy"", ""IPPU"", ""Agriculture"", ""Waste"", ""Other""], ""NO"": [""LULUCF""]}",Yes,"{""YES"": [""CO2"", ""CH4"", ""N2O"", ""HFCS"", ""PFCS"", ""SF6"", ""NF3""]}","{""YES"": [""CO2"", ""CH4"", ""N2O"", ""HFCS"", ""PFCS"", ""SF6"", ""NF3""]}","{""EMI"": {""exclLU"": {""1990"": ""5.239 MtCO2eq_SAR""}}}",1990,nan,"{""ABS"": {""exclLU"": {""unconditional"": {""best"": {""2030"": ""3.667 MtCO2eq_SAR""}}}}, ""RBY"": {""exclLU"": {""unconditional"": {""best"": {""2030"": ""-30%""}}}}, ""RBU"": NaN, ""ABU"": NaN, ""REI"": NaN, ""AEI"": NaN}",nan,YES,YES,YES,NO,YES,NAN,YES,YES,YES,NO,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,"{""ABS"": {""exclLU"": {""unconditional"": {""best"": {""2030"": ""3.667 MtCO2eq_SAR""}}}}}","{""RBY"": {""exclLU"": {""unconditional"": {""best"": {""2030"": ""-30%""}}}}}",,,,
MNG,NDC,RBU,ABS,"{""YES"": [""Energy"", ""IPPU"", ""Agriculture"", ""LULUCF"", ""Waste""], ""NAN"": [""Other""]}","{""YES"": [""Energy"", ""IPPU"", ""Agriculture"", ""LULUCF"", ""Waste"", ""Other""]}",nan,"{""YES"": [""CO2"", ""CH4"", ""N2O"", ""HFCS""], ""NAN"": [""PFCS"", ""SF6"", ""NF3""]}","{""YES"": [""CO2"", ""CH4"", ""N2O"", ""HFCS""], ""NO"": [""PFCS"", ""SF6"", ""NF3""]}","{""EMI"": {""exclLU"": {""2010"": ""25.8 MtCO2eq_SAR"", ""2015"": ""37.6 MtCO2eq_SAR"", ""2020"": ""49.1 MtCO2eq_SAR"", ""2025"": ""62.5 MtCO2eq_SAR"", ""2030"": ""74.3 MtCO2eq_SAR""}, ""onlyLU"": {""2010"": ""-2.6 MtCO2eq_SAR"", ""2030"": ""-2.6 MtCO2eq_SAR""}, ""inclLU"": {""2010"": ""23.2 MtCO2eq_SAR"", ""2030"": ""71.7 MtCO2eq_SAR""}}}",,nan,"{""ABS"": {""exclLU"": {""unconditional"": {""best"": {""2030"": ""57.4 MtCO2eq_SAR""}}, ""conditional"": {""best"": {""2030"": ""54.1 MtCO2eq_SAR""}}}, ""inclLU"": {""conditional"": {""best"": {""2030"": ""32.0 MtCO2eq_SAR""}}}}, ""RBY"": NaN, ""RBU"": {""exclLU"": {""unconditional"": {""best"": {""2030"": ""-22.7%""}}, ""conditional"": {""best"": {""2030"": ""-27.2%""}}}, ""inclLU"": {""conditional"": {""best"": {""2030"": ""-44.9%""}}}}, ""ABU"": {""exclLU"": {""unconditional"": {""best"": {""2030"": ""-16.9 MtCO2eq_SAR""}}, ""conditional"": {""best"": {""2030"": ""-20.2 MtCO2eq_SAR""}}}, ""inclLU"": {""conditional"": {""best"": {""2030"": ""-39.7 MtCO2eq_SAR""}}}}, ""REI"": NaN, ""AEI"": NaN}",nan,YES,YES,YES,YES,YES,NAN,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,NAN,NAN,NAN,YES,YES,YES,YES,NO,NO,NO,"{""ABS"": {""exclLU"": {""unconditional"": {""best"": {""2030"": ""57.4 MtCO2eq_SAR""}}, ""conditional"": {""best"": {""2030"": ""54.1 MtCO2eq_SAR""}}}, ""inclLU"": {""conditional"": {""best"": {""2030"": ""32.0 MtCO2eq_SAR""}}}}}",,"{""RBU"": {""exclLU"": {""unconditional"": {""best"": {""2030"": ""-22.7%""}}, ""conditional"": {""best"": {""2030"": ""-27.2%""}}}, ""inclLU"": {""conditional"": {""best"": {""2030"": ""-44.9%""}}}}}","{""ABU"": {""exclLU"": {""unconditional"": {""best"": {""2030"": ""-16.9 MtCO2eq_SAR""}}, ""conditional"": {""best"": {""2030"": ""-20.2 MtCO2eq_SAR""}}}, ""inclLU"": {""conditional"": {""best"": {""2030"": ""-39.7 MtCO2eq_SAR""}}}}}",,
MOZ,NDC,NGT,ABU,"{""YES"": [""Energy"", ""LULUCF"", ""Waste""], ""NAN"": [""IPPU"", ""Agriculture"", ""Other""]}","{""YES"": [""Energy"", ""LULUCF"", ""Waste""], ""NO"": [""IPPU"", ""Agriculture"", ""Other""]}",nan,"{""YES"": [""CO2"", ""CH4"", ""N2O""], ""NAN"": [""HFCS"", ""PFCS"", ""SF6"", ""NF3""]}","{""YES"": [""CO2"", ""CH4"", ""N2O""], ""NO"": [""HFCS"", ""PFCS"", ""SF6"", ""NF3""]}",nan,,nan,"{""ABS"": NaN, ""RBY"": NaN, ""RBU"": NaN, ""ABU"": {""inclLU"": {""conditional"": {""best"": {""2024"": ""-4.6 MtCO2eq"", ""2030"": ""-8.9 MtCO2eq""}}}}, ""REI"": NaN, ""AEI"": NaN}",nan,YES,NAN,NAN,YES,YES,NAN,YES,NO,NO,YES,YES,NO,YES,YES,YES,NAN,NAN,NAN,NAN,YES,YES,YES,NO,NO,NO,NO,,,,"{""ABU"": {""inclLU"": {""conditional"": {""best"": {""2024"": ""-4.6 MtCO2eq"", ""2030"": ""-8.9 MtCO2eq""}}}}}",,
MRT,NDC,RBU,ABS,"{""YES"": [""Energy"", ""IPPU"", ""Agriculture"", ""LULUCF"", ""Waste""], ""NAN"": [""Other""]}","{""YES"": [""Energy"", ""IPPU"", ""Agriculture"", ""LULUCF"", ""Waste"", ""Other""]}",Yes,"{""YES"": [""CO2"", ""CH4"", ""N2O""], ""NAN"": [""HFCS"", ""PFCS"", ""SF6"", ""NF3""]}","{""YES"": [""CO2"", ""CH4"", ""N2O""], ""NO"": [""HFCS"", ""PFCS"", ""SF6"", ""NF3""]}","{""EMI"": {""inclLU"": {""2010"": ""6.6 MtCO2eq"", ""2030"": ""18.84 MtCO2eq""}}}",,nan,"{""ABS"": {""inclLU"": {""unconditional"": {""best"": {""2030"": ""18.336 MtCO2eq""}}, ""conditional"": {""best"": {""2030"": ""14.640 MtCO2eq""}}}}, ""RBY"": NaN, ""RBU"": {""inclLU"": {""unconditional"": {""best"": {""2030"": ""-2.7%""}}, ""conditional"": {""best"": {""2030"": ""-22.3%""}}}}, ""ABU"": {""inclLU"": {""unconditional"": {""best"": {""2030"": ""-0.504 MtCO2eq""}}, ""conditional"": {""best"": {""2030"": ""-4.2 MtCO2eq""}}}}, ""REI"": NaN, ""AEI"": NaN}",nan,YES,YES,YES,YES,YES,NAN,YES,YES,YES,YES,YES,YES,YES,YES,YES,NAN,NAN,NAN,NAN,YES,YES,YES,NO,NO,NO,NO,"{""ABS"": {""inclLU"": {""unconditional"": {""best"": {""2030"": ""18.336 MtCO2eq""}}, ""conditional"": {""best"": {""2030"": ""14.640 MtCO2eq""}}}}}",,"{""RBU"": {""inclLU"": {""unconditional"": {""best"": {""2030"": ""-2.7%""}}, ""conditional"": {""best"": {""2030"": ""-22.3%""}}}}}","{""ABU"": {""inclLU"": {""unconditional"": {""best"": {""2030"": ""-0.504 MtCO2eq""}}, ""conditional"": {""best"": {""2030"": ""-4.2 MtCO2eq""}}}}}",,
MSR,,,,,,,,,,,,,,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,,,,,,
MUS,NDC,RBU,ABS,"{""YES"": [""Energy"", ""IPPU"", ""Agriculture"", ""LULUCF"", ""Waste""], ""NAN"": [""Other""]}","{""YES"": [""Energy"", ""IPPU"", ""Agriculture"", ""LULUCF"", ""Waste"", ""Other""]}",Yes,"{""YES"": [""CO2""], ""NAN"": [""CH4"", ""N2O"", ""HFCS"", ""PFCS"", ""SF6"", ""NF3""]}","{""YES"": [""CO2""], ""NO"": [""CH4"", ""N2O"", ""HFCS"", ""PFCS"", ""SF6"", ""NF3""]}","{""EMI"": {""inclLU"": {""2010"": ""4.8 MtCO2eq"", ""2014"": ""5.1 MtCO2eq"", ""2030"": ""7 MtCO2eq""}}}",,nan,"{""ABS"": {""inclLU"": {""conditional"": {""best"": {""2030"": ""4.900 MtCO2eq""}}}}, ""RBY"": NaN, ""RBU"": {""inclLU"": {""conditional"": {""best"": {""2030"": ""-30%""}}}}, ""ABU"": {""inclLU"": {""conditional"": {""best"": {""2030"": ""-2.100 MtCO2eq""}}}}, ""REI"": NaN, ""AEI"": NaN}",nan,YES,YES,YES,YES,YES,NAN,YES,YES,YES,YES,YES,YES,YES,NAN,NAN,NAN,NAN,NAN,NAN,YES,NO,NO,NO,NO,NO,NO,"{""ABS"": {""inclLU"": {""conditional"": {""best"": {""2030"": ""4.900 MtCO2eq""}}}}}",,"{""RBU"": {""inclLU"": {""conditional"": {""best"": {""2030"": ""-30%""}}}}}","{""ABU"": {""inclLU"": {""conditional"": {""best"": {""2030"": ""-2.100 MtCO2eq""}}}}}",,
MWI,NDC,NGT,ABS,"{""YES"": [""Energy"", ""IPPU"", ""Agriculture"", ""LULUCF"", ""Waste""], ""NAN"": [""Other""]}","{""YES"": [""Energy"", ""IPPU"", ""Agriculture"", ""LULUCF"", ""Waste"", ""Other""]}",nan,"{""YES"": [""CO2"", ""CH4"", ""N2O""], ""NAN"": [""HFCS"", ""PFCS"", ""SF6"", ""NF3""]}","{""YES"": [""CO2"", ""CH4"", ""N2O""], ""NO"": [""HFCS"", ""PFCS"", ""SF6"", ""NF3""]}","{""EMI"": {""inclLU"": {""2015"": ""29.000 MtCO2eq"", ""2030"": ""36.400 MtCO2eq"", ""2040"": ""42.000 MtCO2eq""}, ""onlyLU"": {""2015"": ""9.9 MtCO2eq""}, ""exclLU"": {""2015"": ""18.100 MtCO2eq""}}}",,nan,"{""ABS"": {""inclLU"": {""conditional"": {""best"": {""2030"": ""20.4 MtCO2eq""}, ""worst"": {""2030"": ""22.4 MtCO2eq""}}}}, ""RBY"": NaN, ""RBU"": {""inclLU"": {""conditional"": {""worst"": {""2030"": ""-38.5%""}, ""best"": {""2030"": ""-44.0%""}}}}, ""ABU"": {""inclLU"": {""conditional"": {""worst"": {""2030"": ""-14.000 MtCO2eq""}, ""best"": {""2030"": ""-16.000 MtCO2eq""}}}}, ""REI"": NaN, ""AEI"": {""inclLU"": {""conditional"": {""worst"": {""2030"": ""0.8 tCO2eq/cap""}, ""best"": {""2030"": ""0.7 tCO2eq/cap""}}}}}",nan,YES,YES,YES,YES,YES,NAN,YES,YES,YES,YES,YES,YES,YES,YES,YES,NAN,NAN,NAN,NAN,YES,YES,YES,NO,NO,NO,NO,"{""ABS"": {""inclLU"": {""conditional"": {""best"": {""2030"": ""20.4 MtCO2eq""}, ""worst"": {""2030"": ""22.4 MtCO2eq""}}}}}",,"{""RBU"": {""inclLU"": {""conditional"": {""worst"": {""2030"": ""-38.5%""}, ""best"": {""2030"": ""-44.0%""}}}}}","{""ABU"": {""inclLU"": {""conditional"": {""worst"": {""2030"": ""-14.000 MtCO2eq""}, ""best"": {""2030"": ""-16.000 MtCO2eq""}}}}}",,"{""AEI"": {""inclLU"": {""conditional"": {""worst"": {""2030"": ""0.8 tCO2eq/cap""}, ""best"": {""2030"": ""0.7 tCO2eq/cap""}}}}}"
MYS,NDC,REI,REI,"{""YES"": [""Energy"", ""IPPU"", ""Agriculture"", ""LULUCF"", ""Waste""], ""NAN"": [""Other""]}","{""YES"": [""Energy"", ""IPPU"", ""Agriculture"", ""LULUCF"", ""Waste"", ""Other""]}",Yes,"{""YES"": [""CO2"", ""CH4"", ""N2O""], ""NAN"": [""HFCS"", ""PFCS"", ""SF6"", ""NF3""]}","{""YES"": [""CO2"", ""CH4"", ""N2O""], ""NO"": [""HFCS"", ""PFCS"", ""SF6"", ""NF3""]}","{""EMI"": {""exclLU"": {""2005"": ""262.996 MtCO2eq_SAR""}, ""inclLU"": {""2005"": ""288.663 MtCO2eq_SAR""}, ""onlyLU"": {""2005"": ""25.667 MtCO2eq_SAR""}}}",2005,GDP,"{""ABS"": NaN, ""RBY"": NaN, ""RBU"": NaN, ""ABU"": NaN, ""REI"": {""inclLU"": {""unconditional"": {""best"": {""2030"": ""-35%""}}, ""conditional"": {""best"": {""2030"": ""-45%""}}}}, ""AEI"": NaN}",nan,YES,YES,YES,YES,YES,NAN,YES,YES,YES,YES,YES,YES,YES,YES,YES,NAN,NAN,NAN,NAN,YES,YES,YES,NO,NO,NO,NO,,,,,"{""REI"": {""inclLU"": {""unconditional"": {""best"": {""2030"": ""-35%""}}, ""conditional"": {""best"": {""2030"": ""-45%""}}}}}",
NAM,NDC,RBU,ABS,"{""YES"": [""Energy"", ""IPPU"", ""Agriculture"", ""LULUCF"", ""Waste""], ""NAN"": [""Other""]}","{""YES"": [""Energy"", ""IPPU"", ""Agriculture"", ""LULUCF"", ""Waste"", ""Other""]}",Yes,"{""YES"": [""CO2"", ""CH4"", ""N2O""], ""NAN"": [""HFCS"", ""PFCS"", ""SF6"", ""NF3""]}","{""YES"": [""CO2"", ""CH4"", ""N2O""], ""NO"": [""HFCS"", ""PFCS"", ""SF6"", ""NF3""]}","{""EMI"": {""inclLU"": {""2000"": ""-18.278 MtCO2eq_SAR"", ""2010"": ""-1.339 MtCO2eq_SAR"", ""2020"": ""12.441 MtCO2eq_SAR"", ""2030"": ""22.647 MtCO2eq_SAR""}}}",,nan,"{""ABS"": {""inclLU"": {""unconditional"": {""best"": {""2030"": ""20.382 MtCO2eq_SAR""}}, ""conditional"": {""best"": {""2030"": ""2.4912 MtCO2eq_SAR""}}}}, ""RBY"": NaN, ""RBU"": {""inclLU"": {""unconditional"": {""best"": {""2030"": ""-10%""}}, ""conditional"": {""best"": {""2030"": ""-88.6%""}}}}, ""ABU"": {""inclLU"": {""unconditional"": {""best"": {""2030"": ""-2.265 MtCO2eq_SAR""}}, ""conditional"": {""best"": {""2030"": ""-20.054 MtCO2eq_SAR""}}}}, ""REI"": NaN, ""AEI"": NaN}",nan,YES,YES,YES,YES,YES,NAN,YES,YES,YES,YES,YES,YES,YES,YES,YES,NAN,NAN,NAN,NAN,YES,YES,YES,NO,NO,NO,NO,"{""ABS"": {""inclLU"": {""unconditional"": {""best"": {""2030"": ""20.382 MtCO2eq_SAR""}}, ""conditional"": {""best"": {""2030"": ""2.4912 MtCO2eq_SAR""}}}}}",,"{""RBU"": {""inclLU"": {""unconditional"": {""best"": {""2030"": ""-10%""}}, ""conditional"": {""best"": {""2030"": ""-88.6%""}}}}}","{""ABU"": {""inclLU"": {""unconditional"": {""best"": {""2030"": ""-2.265 MtCO2eq_SAR""}}, ""conditional"": {""best"": {""2030"": ""-20.054 MtCO2eq_SAR""}}}}}",,
NER,NDC,RBU,ABS,"{""YES"": [""Energy"", ""Agriculture"", ""LULUCF""], ""NAN"": [""IPPU"", ""Waste"", ""Other""]}","{""YES"": [""Energy"", ""Agriculture"", ""LULUCF""], ""NO"": [""IPPU"", ""Waste"", ""Other""]}",nan,"{""YES"": [""CO2"", ""CH4"", ""N2O""], ""NAN"": [""HFCS"", ""PFCS"", ""SF6"", ""NF3""]}","{""YES"": [""CO2"", ""CH4"", ""N2O""], ""NO"": [""HFCS"", ""PFCS"", ""SF6"", ""NF3""]}","{""EMI"": {""inclLU"": {""1990"": ""9.000 MtCO2eq"", ""2000"": ""30.801 MtCO2eq"", ""2008"": ""35.900 MtCO2eq"", ""2010"": ""37.175 MtCO2eq"", ""2020"": ""66.821 MtCO2eq"", ""2030"": ""96.468 MtCO2eq""}}}",,nan,"{""ABS"": {""inclLU"": {""unconditional"": {""best"": {""2030"": ""93.092 MtCO2eq""}}, ""conditional"": {""best"": {""2030"": ""63.090 MtCO2eq""}}}}, ""RBY"": NaN, ""RBU"": {""inclLU"": {""unconditional"": {""best"": {""2030"": ""-3.5%""}}, ""conditional"": {""best"": {""2030"": ""-34.6%""}}}}, ""ABU"": {""inclLU"": {""unconditional"": {""best"": {""2030"": ""-3.376 MtCO2eq""}}, ""conditional"": {""best"": {""2030"": ""-33.378 MtCO2eq""}}}}, ""REI"": NaN, ""AEI"": NaN}",nan,YES,NAN,YES,YES,NAN,NAN,YES,NO,YES,YES,NO,NO,YES,YES,YES,NAN,NAN,NAN,NAN,YES,YES,YES,NO,NO,NO,NO,"{""ABS"": {""inclLU"": {""unconditional"": {""best"": {""2030"": ""93.092 MtCO2eq""}}, ""conditional"": {""best"": {""2030"": ""63.090 MtCO2eq""}}}}}",,"{""RBU"": {""inclLU"": {""unconditional"": {""best"": {""2030"": ""-3.5%""}}, ""conditional"": {""best"": {""2030"": ""-34.6%""}}}}}","{""ABU"": {""inclLU"": {""unconditional"": {""best"": {""2030"": ""-3.376 MtCO2eq""}}, ""conditional"": {""best"": {""2030"": ""-33.378 MtCO2eq""}}}}}",,
NGA,NDC,RBU,ABS,"{""YES"": [""Energy"", ""IPPU"", ""Agriculture"", ""LULUCF""], ""NAN"": [""Waste"", ""Other""]}","{""YES"": [""Energy"", ""IPPU"", ""Agriculture"", ""LULUCF""], ""NO"": [""Waste"", ""Other""]}",nan,"{""YES"": [""CO2"", ""CH4"", ""N2O""], ""NAN"": [""HFCS"", ""PFCS"", ""SF6"", ""NF3""]}","{""YES"": [""CO2"", ""CH4"", ""N2O""], ""NO"": [""HFCS"", ""PFCS"", ""SF6"", ""NF3""]}","{""EMI"": {""inclLU"": {""1990"": ""163.91 MtCO2eq_AR4"", ""2000"": ""214.21 MtCO2eq_AR4"", ""2010"": ""263.0 MtCO2eq_AR4"", ""2030"": ""900 MtCO2eq_AR4""}}}",,nan,"{""ABS"": {""inclLU"": {""unconditional"": {""best"": {""2030"": ""720 MtCO2eq_AR4""}}, ""conditional"": {""best"": {""2030"": ""495 MtCO2eq_AR4""}}}}, ""RBY"": NaN, ""RBU"": {""inclLU"": {""unconditional"": {""best"": {""2030"": ""-20%""}}, ""conditional"": {""best"": {""2030"": ""-45%""}}}}, ""ABU"": {""inclLU"": {""unconditional"": {""best"": {""2030"": ""-180 MtCO2eq_AR4""}}, ""conditional"": {""best"": {""2030"": ""-405 MtCO2eq_AR4""}}}}, ""REI"": NaN, ""AEI"": NaN}",nan,YES,YES,YES,YES,NAN,NAN,YES,YES,YES,YES,NO,NO,YES,YES,YES,NAN,NAN,NAN,NAN,YES,YES,YES,NO,NO,NO,NO,"{""ABS"": {""inclLU"": {""unconditional"": {""best"": {""2030"": ""720 MtCO2eq_AR4""}}, ""conditional"": {""best"": {""2030"": ""495 MtCO2eq_AR4""}}}}}",,"{""RBU"": {""inclLU"": {""unconditional"": {""best"": {""2030"": ""-20%""}}, ""conditional"": {""best"": {""2030"": ""-45%""}}}}}","{""ABU"": {""inclLU"": {""unconditional"": {""best"": {""2030"": ""-180 MtCO2eq_AR4""}}, ""conditional"": {""best"": {""2030"": ""-405 MtCO2eq_AR4""}}}}}",,
NIC,NDC,RBU,ABS,"{""YES"": [""Energy"", ""LULUCF""], ""NAN"": [""IPPU"", ""Agriculture"", ""Waste"", ""Other""]}","{""YES"": [""Energy"", ""LULUCF""], ""NO"": [""IPPU"", ""Agriculture"", ""Waste"", ""Other""]}",nan,"{""NAN"": [""CO2"", ""CH4"", ""N2O"", ""HFCS"", ""PFCS"", ""SF6"", ""NF3""]}","{""YES"": [""CO2"", ""CH4"", ""N2O""], ""NO"": [""HFCS"", ""PFCS"", ""SF6"", ""NF3""]}","{""EMI"": {""inclLU"": {""2000"": ""29.251 MtCO2eq"", ""2005"": ""32.36296 MtCO2eq"", ""2010"": ""29.85438 MtCO2eq"", ""2015"": ""28.96707 MtCO2eq"", ""2030"": ""77.331 MtCO2eq""}}}",,nan,"{""ABS"": {""inclLU"": {""conditional"": {""best"": {""2030"": ""69.573 MtCO2eq""}, ""worst"": {""2030"": ""71.231 MtCO2eq""}}}}, ""RBY"": NaN, ""RBU"": {""inclLU"": {""conditional"": {""best"": {""2030"": ""-10%""}, ""worst"": {""2030"": ""-8%""}}}}, ""ABU"": {""inclLU"": {""conditional"": {""best"": {""2030"": ""-7.758 MtCO2eq""}, ""worst"": {""2030"": ""-6.100 MtCO2eq""}}}}, ""REI"": NaN, ""AEI"": NaN}",nan,YES,NAN,NAN,YES,NAN,NAN,YES,NO,NO,YES,NO,NO,NAN,NAN,NAN,NAN,NAN,NAN,NAN,YES,YES,YES,NO,NO,NO,NO,"{""ABS"": {""inclLU"": {""conditional"": {""best"": {""2030"": ""69.573 MtCO2eq""}, ""worst"": {""2030"": ""71.231 MtCO2eq""}}}}}",,"{""RBU"": {""inclLU"": {""conditional"": {""best"": {""2030"": ""-10%""}, ""worst"": {""2030"": ""-8%""}}}}}","{""ABU"": {""inclLU"": {""conditional"": {""best"": {""2030"": ""-7.758 MtCO2eq""}, ""worst"": {""2030"": ""-6.100 MtCO2eq""}}}}}",,
NIU,NDC,NGT,ABU,"{""YES"": [""Energy""], ""NAN"": [""IPPU"", ""Agriculture"", ""LULUCF"", ""Waste"", ""Other""]}","{""YES"": [""Energy""], ""NO"": [""IPPU"", ""Agriculture"", ""LULUCF"", ""Waste"", ""Other""]}",nan,"{""YES"": [""CO2"", ""CH4"", ""N2O""], ""NAN"": [""HFCS"", ""PFCS"", ""SF6"", ""NF3""]}","{""YES"": [""CO2"", ""CH4"", ""N2O""], ""NO"": [""HFCS"", ""PFCS"", ""SF6"", ""NF3""]}","{""EMI"": {""inclLU"": {""2014"": ""-0.139 MtCO2eq""}}}",,nan,"{""ABS"": NaN, ""RBY"": NaN, ""RBU"": NaN, ""ABU"": {""exclLU"": {""unconditional"": {""best"": {""2030"": ""-0.0012 MtCO2eq""}}, ""conditional"": {""best"": {""2030"": ""-0.0031 MtCO2eq""}}}}, ""REI"": NaN, ""AEI"": NaN}",nan,YES,NAN,NAN,NAN,NAN,NAN,YES,NO,NO,NO,NO,NO,YES,YES,YES,NAN,NAN,NAN,NAN,YES,YES,YES,NO,NO,NO,NO,,,,"{""ABU"": {""exclLU"": {""unconditional"": {""best"": {""2030"": ""-0.0012 MtCO2eq""}}, ""conditional"": {""best"": {""2030"": ""-0.0031 MtCO2eq""}}}}}",,
NLD,NDC,RBY,RBY,"{""YES"": [""Energy"", ""IPPU"", ""Agriculture"", ""LULUCF"", ""Waste""], ""NAN"": [""Other""]}","{""YES"": [""Energy"", ""IPPU"", ""Agriculture"", ""LULUCF"", ""Waste"", ""Other""]}",Yes,"{""YES"": [""CO2"", ""CH4"", ""N2O"", ""HFCS"", ""PFCS"", ""SF6"", ""NF3""]}","{""YES"": [""CO2"", ""CH4"", ""N2O"", ""HFCS"", ""PFCS"", ""SF6"", ""NF3""]}",nan,1990,nan,"{""ABS"": NaN, ""RBY"": {""inclLU"": {""unconditional"": {""best"": {""2030"": ""-55%""}}}}, ""RBU"": NaN, ""ABU"": NaN, ""REI"": NaN, ""AEI"": NaN}",nan,YES,YES,YES,YES,YES,NAN,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,,"{""RBY"": {""inclLU"": {""unconditional"": {""best"": {""2030"": ""-55%""}}}}}",,,,
NOR,NDC,RBY,ABS,"{""YES"": [""Energy"", ""IPPU"", ""Agriculture"", ""LULUCF"", ""Waste""], ""NAN"": [""Other""]}","{""YES"": [""Energy"", ""IPPU"", ""Agriculture"", ""LULUCF"", ""Waste"", ""Other""]}",Yes,"{""YES"": [""CO2"", ""CH4"", ""N2O"", ""HFCS"", ""PFCS"", ""SF6"", ""NF3""]}","{""YES"": [""CO2"", ""CH4"", ""N2O"", ""HFCS"", ""PFCS"", ""SF6"", ""NF3""]}","{""EMI"": {""exclLU"":  {""1990"": ""52.0 MtCO2eq_AR4""}}}",1990,nan,"{""ABS"": {""exclLU"": {""unconditional"": {""best"": {""2030"": ""23.4 MtCO2eq_AR5""}, ""worst"": {""2030"": ""26.0 MtCO2eq_AR5""}}}}, ""RBY"": {""exclLU"": {""unconditional"": {""best"": {""2030"": ""-55%""}, ""worst"": {""2030"": ""-50%""}}}}, ""RBU"": NaN, ""ABU"": NaN, ""REI"": NaN, ""AEI"": NaN}",nan,YES,YES,YES,YES,YES,NAN,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,"{""ABS"": {""exclLU"": {""unconditional"": {""best"": {""2030"": ""23.4 MtCO2eq_AR5""}, ""worst"": {""2030"": ""26.0 MtCO2eq_AR5""}}}}}","{""RBY"": {""exclLU"": {""unconditional"": {""best"": {""2030"": ""-55%""}, ""worst"": {""2030"": ""-50%""}}}}}",,,,
NPL,NDC,NGT,ABU,"{""YES"": [""Energy"", ""IPPU"", ""Agriculture"", ""LULUCF"", ""Waste""], ""NAN"": [""Other""]}","{""YES"": [""Energy"", ""IPPU"", ""Agriculture"", ""LULUCF"", ""Waste"", ""Other""]}",nan,"{""YES"": [""CO2"", ""CH4"", ""N2O""], ""NAN"": [""HFCS"", ""PFCS"", ""SF6"", ""NF3""]}","{""YES"": [""CO2"", ""CH4"", ""N2O""], ""NO"": [""HFCS"", ""PFCS"", ""SF6"", ""NF3""]}","{""EMI"": {""inclLU"": {""2011"": ""31.99891 MtCO2eq""}}}",,nan,"{""ABS"": NaN, ""RBY"": NaN, ""RBU"": NaN, ""ABU"": {""inclLU"": {""conditional"": {""best"": {""2025"": ""-0.737 MtCO2eq"", ""2030"": ""-1.486 MtCO2eq""}}}}, ""REI"": NaN, ""AEI"": NaN}",nan,YES,YES,YES,YES,YES,NAN,YES,YES,YES,YES,YES,YES,YES,YES,YES,NAN,NAN,NAN,NAN,YES,YES,YES,NO,NO,NO,NO,,,,"{""ABU"": {""inclLU"": {""conditional"": {""best"": {""2025"": ""-0.737 MtCO2eq"", ""2030"": ""-1.486 MtCO2eq""}}}}}",,
